Visit Date,temp,humidity,precip,windspeed,uvindex,number
2017-04-25,68.4,81.2,0.291,20.1,8,0.0
2017-04-26,62.4,90.5,1.712,13.4,6,0.0
2017-04-27,60.6,61.8,0.047,13.4,9,0.0
2017-04-28,63.2,54.0,0.003,6.7,10,1.0
2017-04-29,68.7,51.5,0.0,8.9,10,0.0
2017-04-30,71.3,50.8,0.0,15.5,10,0.0
2017-05-01,70.8,72.4,0.03,13.4,9,0.0
2017-05-02,64.5,95.2,0.846,11.2,1,3.0
2017-05-03,65.2,94.2,0.093,11.2,3,2.0
2017-05-04,69.6,93.7,0.186,13.4,3,2.0
2017-05-05,72.8,74.5,0.0,17.7,8,1.0
2017-05-06,68.5,81.8,0.02,8.9,5,1.0
2017-05-07,68.9,69.3,0.0,11.2,9,2.0
2017-05-08,65.2,81.0,0.563,11.2,7,1.0
2017-05-09,72.6,68.0,0.043,13.4,10,2.0
2017-05-10,75.1,57.3,0.0,15.7,10,1.0
2017-05-11,81.0,56.3,0.0,13.4,10,1.0
2017-05-12,69.1,94.2,0.326,13.4,2,0.0
2017-05-13,72.1,73.6,0.14,8.9,9,0.0
2017-05-14,73.6,68.6,0.0,11.1,10,1.0
2017-05-15,70.7,77.8,0.0,11.2,8,1.0
2017-05-16,67.3,77.8,0.03,8.9,7,3.0
2017-05-17,67.8,72.9,0.0,13.4,9,1.0
2017-05-18,71.2,65.9,0.0,15.7,10,0.0
2017-05-19,72.6,67.8,0.0,13.4,9,1.0
2017-05-20,76.4,68.8,0.059,15.7,8,0.0
2017-05-21,73.9,73.9,0.0,13.4,8,2.0
2017-05-22,74.9,78.1,0.0,13.4,6,0.0
2017-05-23,75.5,86.1,0.204,11.2,4,0.0
2017-05-24,69.5,93.8,1.09,15.7,4,2.0
2017-05-25,72.4,61.8,0.0,13.4,10,1.0
2017-05-26,71.4,61.1,0.0,13.4,10,0.0
2017-05-27,73.6,67.3,0.0,11.1,10,0.0
2017-05-28,73.5,65.1,0.0,11.2,9,0.0
2017-05-29,74.4,71.6,0.0,15.7,9,0.0
2017-05-30,79.3,72.2,0.0,13.4,9,0.0
2017-05-31,83.1,68.1,0.028,8.9,8,0.0
2017-06-01,78.2,85.6,0.748,11.1,2,0.0
2017-06-02,78.6,80.8,0.124,15.7,9,2.0
2017-06-03,76.0,68.2,0.0,13.4,8,2.0
2017-06-04,75.0,64.2,0.0,13.4,7,2.0
2017-06-05,68.7,84.3,0.318,8.9,4,0.0
2017-06-06,78.3,83.2,0.014,8.9,8,2.0
2017-06-07,76.4,69.0,0.087,11.2,8,2.0
2017-06-08,77.4,70.2,0.0,13.4,9,0.0
2017-06-09,76.4,85.8,0.296,11.1,7,0.0
2017-06-10,83.2,80.1,0.102,15.7,7,0.0
2017-06-11,74.9,93.0,0.283,11.1,4,1.0
2017-06-12,68.6,99.5,1.93,13.4,2,0.0
2017-06-13,68.1,100.0,3.27,6.7,1,6.0
2017-06-14,71.1,85.7,0.237,11.2,6,2.0
2017-06-15,71.5,74.7,0.0,11.2,10,1.0
2017-06-16,71.9,78.8,0.016,11.1,7,1.0
2017-06-17,73.0,79.5,0.052,8.9,7,2.0
2017-06-18,74.4,79.2,0.024,15.7,8,2.0
2017-06-19,74.5,96.9,0.047,6.7,1,2.0
2017-06-20,77.9,87.7,0.138,8.9,6,0.0
2017-06-21,75.0,96.5,0.707,6.7,3,2.0
2017-06-22,77.2,92.2,0.758,6.7,3,2.0
2017-06-23,79.6,89.8,0.494,11.1,2,2.0
2017-06-24,78.1,97.9,0.948,9.0,2,2.0
2017-06-25,74.0,99.7,0.806,6.7,1,1.0
2017-06-26,74.7,95.5,0.086,8.9,3,0.0
2017-06-27,74.9,90.7,0.1,8.9,4,0.0
2017-06-28,72.3,96.4,0.296,6.7,3,0.0
2017-06-29,76.2,93.8,0.55,8.9,5,0.0
2017-06-30,82.8,82.8,0.415,13.3,8,0.0
2017-07-01,85.1,77.5,0.133,19.9,9,0.0
2017-07-02,85.5,76.8,0.014,20.1,8,1.0
2017-07-03,81.8,86.4,0.075,20.1,8,0.0
2017-07-04,83.7,78.1,0.387,20.1,8,1.0
2017-07-05,84.5,81.1,0.636,22.4,8,1.0
2017-07-06,85.8,79.7,0.015,13.4,8,1.0
2017-07-07,89.0,67.7,0.036,13.3,9,2.0
2017-07-08,86.9,71.3,0.197,11.2,9,0.0
2017-07-09,86.4,73.9,0.002,11.2,5,1.0
2017-07-10,86.4,75.6,0.325,15.7,8,0.0
2017-07-11,84.4,83.4,0.232,13.4,7,1.0
2017-07-12,85.9,79.5,0.06,15.7,8,4.0
2017-07-13,86.9,75.9,0.385,15.5,8,4.0
2017-07-14,89.0,70.2,0.039,13.3,9,2.0
2017-07-15,88.1,69.5,0.0,15.7,9,0.0
2017-07-16,88.6,67.2,0.0,15.5,9,1.0
2017-07-17,87.9,70.1,0.0,17.9,8,1.0
2017-07-18,91.5,63.3,0.0,8.9,9,0.0
2017-07-19,92.4,58.7,0.043,8.9,9,0.0
2017-07-20,92.2,60.0,0.004,11.2,9,0.0
2017-07-21,92.3,59.1,0.008,11.2,9,0.0
2017-07-22,90.6,68.3,0.004,24.6,9,1.0
2017-07-23,91.0,67.5,0.0,11.2,9,3.0
2017-07-24,92.2,61.4,0.0,8.9,9,0.0
2017-07-25,92.8,59.5,0.0,8.9,9,0.0
2017-07-26,91.8,62.4,0.004,11.2,9,1.0
2017-07-27,89.6,66.5,0.0,15.5,9,0.0
2017-07-28,88.5,70.4,0.004,15.7,8,0.0
2017-07-29,88.2,70.3,0.0,15.7,9,0.0
2017-07-30,83.0,92.6,0.118,13.4,4,0.0
2017-07-31,85.7,82.0,0.134,20.1,7,0.0
2017-08-01,86.7,76.7,0.171,22.2,7,1.0
2017-08-02,87.9,72.4,0.0,17.9,8,0.0
2017-08-03,88.9,73.0,0.0,15.7,9,0.0
2017-08-04,88.9,76.4,0.015,11.1,9,3.0
2017-08-05,88.6,81.5,0.119,8.9,9,2.0
2017-08-06,89.5,75.0,0.004,11.1,8,3.0
2017-08-07,91.5,70.1,0.087,13.4,8,1.0
2017-08-08,92.4,67.0,0.098,15.7,8,1.0
2017-08-09,85.8,79.9,0.669,13.4,8,1.0
2017-08-10,84.9,81.9,0.179,6.7,5,1.0
2017-08-11,87.9,72.6,0.0,11.2,8,1.0
2017-08-12,85.1,82.0,0.158,8.9,5,1.0
2017-08-13,88.1,75.7,0.059,11.2,9,2.0
2017-08-14,88.7,76.2,0.098,11.2,8,1.0
2017-08-15,86.6,78.9,0.111,8.9,7,1.0
2017-08-16,86.5,75.8,0.394,11.2,8,2.0
2017-08-17,84.2,77.9,0.123,11.2,9,0.0
2017-08-18,84.9,75.4,0.481,11.2,9,1.0
2017-08-19,86.7,73.9,0.008,15.7,9,2.0
2017-08-20,83.8,85.3,0.295,19.9,8,2.0
2017-08-21,85.5,78.7,0.02,11.2,8,0.0
2017-08-22,86.6,78.3,0.04,15.7,7,1.0
2017-08-23,87.2,75.1,0.001,17.9,7,0.0
2017-08-24,90.0,70.2,0.0,11.2,9,0.0
2017-08-25,85.9,84.6,0.155,15.5,9,0.0
2017-08-26,82.6,93.9,0.049,11.2,5,0.0
2017-08-27,85.7,81.7,0.008,13.4,7,0.0
2017-08-28,88.7,69.8,0.0,8.9,9,0.0
2017-08-29,87.6,74.2,0.002,13.3,9,1.0
2017-08-30,82.7,71.7,0.028,13.4,6,0.0
2017-08-31,80.2,61.7,0.0,11.2,5,2.0
2017-09-01,78.1,70.6,0.0,11.2,8,1.0
2017-09-02,76.7,80.2,0.032,9.0,6,0.0
2017-09-03,80.8,72.0,0.0,15.7,7,0.0
2017-09-04,82.4,72.7,0.0,13.3,8,2.0
2017-09-05,86.2,72.5,0.0,11.1,9,1.0
2017-09-06,86.2,78.5,0.296,13.3,8,2.0
2017-09-07,77.7,94.2,0.242,8.9,4,1.0
2017-09-08,76.8,95.4,0.013,8.9,2,1.0
2017-09-09,79.0,94.6,0.221,8.9,4,1.0
2017-09-10,85.5,79.7,0.007,13.4,8,1.0
2017-09-11,80.8,90.1,0.121,11.2,6,1.0
2017-09-12,76.4,86.9,0.031,11.2,4,4.0
2017-09-13,76.4,72.9,0.0,15.7,8,4.0
2017-09-14,74.3,84.3,0.047,15.6,3,0.0
2017-09-15,75.3,98.3,0.089,13.4,1,2.0
2017-09-16,74.8,78.6,0.113,15.7,8,0.0
2017-09-17,73.9,71.0,0.0,13.4,8,1.0
2017-09-18,75.7,72.8,0.0,11.2,9,1.0
2017-09-19,79.2,72.0,0.028,8.9,8,0.0
2017-09-20,75.9,94.5,0.517,11.2,2,0.0
2017-09-21,71.8,99.7,0.777,6.7,2,1.0
2017-09-22,74.3,92.2,0.016,6.7,2,1.0
2017-09-23,70.3,99.2,0.172,11.2,1,0.0
2017-09-24,75.4,92.2,0.246,8.9,4,1.0
2017-09-25,81.3,90.4,0.217,8.9,8,6.0
2017-09-26,85.3,82.3,0.008,11.2,7,0.0
2017-09-27,79.0,88.5,0.055,13.4,6,0.0
2017-09-28,70.3,86.4,0.031,11.2,1,0.0
2017-09-29,71.1,84.4,0.001,6.7,4,0.0
2017-09-30,72.6,100.0,0.188,6.7,3,0.0
2017-10-01,82.2,84.0,0.064,13.4,7,0.0
2017-10-02,81.1,85.6,0.142,15.6,7,0.0
2017-10-03,73.3,76.4,0.001,13.4,6,0.0
2017-10-04,70.7,68.3,0.0,11.1,4,0.0
2017-10-05,71.1,75.6,0.0,9.0,7,0.0
2017-10-06,70.3,78.9,0.0,8.9,4,1.0
2017-10-07,71.7,77.5,0.0,4.5,5,0.0
2017-10-08,74.0,78.4,0.0,11.2,7,1.0
2017-10-09,75.8,86.5,0.024,11.2,6,0.0
2017-10-10,81.2,85.7,0.04,11.2,7,1.0
2017-10-11,72.6,92.6,0.036,11.2,2,1.0
2017-10-12,66.3,97.0,0.047,11.2,2,2.0
2017-10-13,67.5,73.6,0.074,15.7,4,0.0
2017-10-14,66.1,81.5,0.314,11.2,1,2.0
2017-10-15,66.5,100.0,2.583,13.4,0,1.0
2017-10-16,67.2,99.7,4.671,13.5,1,1.0
2017-10-17,65.5,89.3,0.378,11.2,2,0.0
2017-10-18,67.1,86.6,0.051,11.2,2,0.0
2017-10-19,66.2,84.2,0.059,13.4,5,0.0
2017-10-20,64.5,83.5,0.027,8.9,4,0.0
2017-10-21,65.8,71.5,0.016,13.4,5,0.0
2017-10-22,65.5,69.7,0.0,19.9,6,0.0
2017-10-23,63.5,68.1,0.0,13.4,6,2.0
2017-10-24,61.2,65.4,0.0,11.2,6,1.0
2017-10-25,60.4,77.8,0.0,6.7,5,0.0
2017-10-26,63.2,77.6,0.0,6.7,6,3.0
2017-10-27,62.4,80.0,0.0,8.9,7,5.0
2017-10-28,64.5,72.2,0.0,15.7,6,4.0
2017-10-29,63.0,70.9,0.002,17.9,5,0.0
2017-10-30,57.6,56.6,0.0,15.7,3,1.0
2017-10-31,58.7,69.2,0.0,6.7,4,0.0
2017-11-01,60.5,74.6,0.0,6.7,7,0.0
2017-11-02,63.3,75.7,0.0,6.7,6,0.0
2017-11-03,64.9,71.8,0.008,13.4,7,0.0
2017-11-04,58.8,54.3,0.015,13.4,5,0.0
2017-11-05,58.1,65.1,0.004,6.7,3,1.0
2017-11-06,60.5,85.0,0.004,4.5,5,1.0
2017-11-07,64.8,98.7,0.253,4.5,1,0.0
2017-11-08,64.3,78.0,0.008,8.9,6,1.0
2017-11-09,60.5,77.0,0.0,8.9,7,1.0
2017-11-10,60.0,84.2,0.025,11.2,3,1.0
2017-11-11,59.2,67.1,0.009,11.2,3,1.0
2017-11-12,58.6,76.3,0.0,6.7,6,0.0
2017-11-13,63.6,76.8,0.028,6.7,5,1.0
2017-11-14,61.0,98.2,0.263,6.7,2,1.0
2017-11-15,59.3,96.9,0.217,6.7,1,1.0
2017-11-16,59.4,99.7,0.253,4.5,3,0.0
2017-11-17,64.4,95.1,0.464,6.7,3,1.0
2017-11-18,53.5,77.6,0.772,15.7,2,0.0
2017-11-19,50.1,68.0,0.001,11.2,3,0.0
2017-11-20,49.6,85.7,0.07,11.2,1,0.0
2017-11-21,49.6,91.1,0.299,6.7,1,0.0
2017-11-22,51.4,84.6,0.64,13.4,2,0.0
2017-11-23,50.4,57.7,0.0,13.4,6,0.0
2017-11-24,49.2,58.3,0.0,8.9,6,1.0
2017-11-25,52.3,68.7,0.0,6.6,4,0.0
2017-11-26,54.4,77.2,0.007,8.9,4,0.0
2017-11-27,53.4,85.1,0.003,8.9,6,0.0
2017-11-28,62.9,73.0,0.0,8.9,6,0.0
2017-11-29,55.7,97.5,1.18,8.9,1,0.0
2017-11-30,50.7,90.6,0.425,11.2,1,1.0
2017-12-01,49.2,76.6,0.017,8.9,2,0.0
2017-12-02,51.1,79.3,0.0,4.5,4,0.0
2017-12-03,51.3,89.0,0.022,6.7,5,1.0
2017-12-04,53.0,71.2,0.002,15.7,5,0.0
2017-12-05,44.9,60.1,0.0,13.4,6,0.0
2017-12-06,42.6,64.2,0.0,6.7,6,0.0
2017-12-07,47.2,67.6,0.008,11.2,6,2.0
2017-12-08,44.8,53.0,0.0,22.4,6,1.0
2017-12-09,41.4,56.9,0.0,8.9,6,0.0
2017-12-10,45.7,56.6,0.0,13.4,6,0.0
2017-12-11,43.0,60.1,0.0,8.9,6,1.0
2017-12-12,43.6,68.5,0.0,11.2,5,1.0
2017-12-13,47.2,69.7,0.0,11.2,4,0.0
2017-12-14,48.1,90.5,0.069,4.5,2,1.0
2017-12-15,48.7,96.7,0.283,8.9,1,1.0
2017-12-16,43.3,75.8,0.171,15.7,3,1.0
2017-12-17,36.7,53.7,0.0,13.4,6,1.0
2017-12-18,36.9,58.5,0.0,8.9,6,1.0
2017-12-19,38.8,71.7,0.0,13.4,5,1.0
2017-12-20,40.8,66.9,0.0,8.9,6,1.0
2017-12-21,40.7,60.9,0.0,6.7,6,1.0
2017-12-22,45.7,69.2,0.0,11.2,6,0.0
2017-12-23,52.0,86.2,0.02,6.7,4,0.0
2017-12-24,53.2,54.1,0.472,22.2,6,1.0
2017-12-25,43.8,56.9,0.0,8.9,6,0.0
2017-12-26,41.4,73.4,0.0,8.9,6,2.0
2017-12-27,44.7,81.2,0.0,6.7,5,3.0
2017-12-28,49.9,95.2,0.247,4.5,2,0.0
2017-12-29,51.6,98.9,0.037,4.5,1,0.0
2017-12-30,51.0,94.8,0.088,13.4,1,0.0
2017-12-31,45.1,69.6,0.004,13.4,6,0.0
2018-01-01,42.1,72.2,0.0,8.9,6,1.0
2018-01-02,50.5,78.1,0.0,8.9,4,2.0
2018-01-03,50.2,97.9,0.48,13.4,0,0.0
2018-01-04,46.3,100.0,0.425,8.9,1,1.0
2018-01-05,41.8,88.6,0.287,13.4,2,0.0
2018-01-06,41.7,80.7,0.018,8.9,2,0.0
2018-01-07,45.3,97.6,0.261,15.7,1,0.0
2018-01-08,40.0,73.7,0.287,17.9,1,0.0
2018-01-09,38.4,39.6,0.0,22.1,6,1.0
2018-01-10,39.0,50.3,0.0,17.8,6,0.0
2018-01-11,36.2,49.3,0.0,11.2,7,0.0
2018-01-12,33.4,48.0,0.0,15.5,7,1.0
2018-01-13,33.4,56.8,0.0,4.5,6,0.0
2018-01-14,42.5,68.1,0.0,11.2,6,1.0
2018-01-15,48.8,82.4,0.004,6.7,6,0.0
2018-01-16,55.6,79.5,0.128,11.2,5,0.0
2018-01-17,50.6,76.9,0.057,13.4,6,0.0
2018-01-18,48.7,90.1,0.0,8.9,3,2.0
2018-01-19,47.1,98.0,0.0,6.7,3,0.0
2018-01-20,46.4,100.0,0.038,6.7,2,0.0
2018-01-21,47.6,98.9,0.375,8.9,1,2.0
2018-01-22,45.1,86.8,0.34,11.2,3,1.0
2018-01-23,42.2,88.3,0.001,11.1,4,1.0
2018-01-24,38.8,75.1,0.033,11.2,2,0.0
2018-01-25,36.9,98.3,0.449,11.2,1,0.0
2018-01-26,34.7,82.2,0.248,11.2,2,1.0
2018-01-27,34.6,93.9,0.241,6.7,1,0.0
2018-01-28,36.4,94.1,0.57,13.4,1,0.0
2018-01-29,32.6,71.2,0.005,15.7,7,0.0
2018-01-30,32.9,61.1,0.0,8.9,7,0.0
2018-01-31,33.8,78.7,0.134,8.9,1,0.0
2018-02-01,35.1,68.9,0.002,13.4,7,0.0
2018-02-02,37.0,65.8,0.0,11.2,7,2.0
2018-02-03,35.4,53.6,0.006,15.7,6,0.0
2018-02-04,33.9,46.9,0.0,13.4,6,0.0
2018-02-05,34.3,46.9,0.0,13.4,7,0.0
2018-02-06,33.4,63.4,0.0,11.2,7,0.0
2018-02-07,35.9,62.3,0.0,8.9,5,0.0
2018-02-08,37.3,68.3,0.0,11.2,7,0.0
2018-02-09,41.4,87.1,0.101,6.7,2,0.0
2018-02-10,42.9,88.5,0.047,11.2,5,0.0
2018-02-11,40.1,62.5,0.0,11.2,8,1.0
2018-02-12,41.5,40.7,0.0,17.9,8,0.0
2018-02-13,42.6,54.6,0.0,13.3,8,0.0
2018-02-14,54.5,58.7,0.0,11.2,7,0.0
2018-02-15,49.1,88.0,0.0,11.2,3,0.0
2018-02-16,43.5,92.3,0.11,8.9,2,1.0
2018-02-17,46.2,75.1,0.0,15.7,8,1.0
2018-02-18,52.6,75.6,0.002,13.4,4,0.0
2018-02-19,47.7,92.8,0.192,8.9,3,0.0
2018-02-20,45.2,98.6,0.342,8.9,1,0.0
2018-02-21,43.7,89.2,0.273,8.9,3,1.0
2018-02-22,43.5,81.2,0.103,6.7,3,5.0
2018-02-23,43.8,77.0,0.0,11.2,8,0.0
2018-02-24,48.4,85.1,0.364,8.9,3,0.0
2018-02-25,47.7,94.4,0.271,8.9,2,0.0
2018-02-26,49.6,74.4,0.0,11.2,8,2.0
2018-02-27,52.7,74.5,0.0,17.9,8,0.0
2018-02-28,58.4,79.6,0.084,22.4,3,0.0
2018-03-01,51.6,78.4,0.16,15.7,8,0.0
2018-03-02,49.1,91.0,0.119,13.3,2,0.0
2018-03-03,58.1,89.3,0.366,11.2,7,1.0
2018-03-04,67.6,80.4,0.123,15.7,7,0.0
2018-03-05,52.2,81.1,0.339,20.1,2,3.0
2018-03-06,48.2,71.1,0.006,11.1,4,0.0
2018-03-07,48.9,95.4,0.303,8.9,2,2.0
2018-03-08,47.7,77.6,0.12,15.7,5,0.0
2018-03-09,43.9,55.7,0.0,13.4,9,0.0
2018-03-10,47.7,62.3,0.0,6.7,9,0.0
2018-03-11,53.4,59.8,0.0,15.7,9,0.0
2018-03-12,60.6,69.4,0.0,17.9,8,0.0
2018-03-13,64.2,76.0,0.0,15.7,8,0.0
2018-03-14,67.3,79.6,0.024,17.9,5,2.0
2018-03-15,65.3,79.6,0.022,8.9,3,3.0
2018-03-16,49.7,81.6,0.012,13.4,5,0.0
2018-03-17,51.1,76.7,0.005,13.4,6,1.0
2018-03-18,57.3,82.2,0.287,11.2,5,0.0
2018-03-19,52.5,91.4,0.382,11.2,2,0.0
2018-03-20,46.4,85.1,0.394,19.9,1,0.0
2018-03-21,44.6,77.2,0.175,19.9,4,0.0
2018-03-22,50.4,73.3,0.0,8.9,9,0.0
2018-03-23,56.1,70.6,0.0,11.1,9,0.0
2018-03-24,60.3,67.0,0.0,8.9,8,1.0
2018-03-25,61.3,77.3,0.0,8.9,6,2.0
2018-03-26,58.6,87.4,0.071,11.1,3,0.0
2018-03-27,60.8,81.0,0.065,11.1,8,0.0
2018-03-28,63.9,71.2,0.0,13.3,9,0.0
2018-03-29,65.7,76.3,0.0,13.4,8,0.0
2018-03-30,65.6,80.7,0.0,13.3,7,0.0
2018-03-31,66.1,68.7,0.0,15.7,9,0.0
2018-04-01,70.1,69.3,0.003,13.4,9,0.0
2018-04-02,72.1,73.1,0.002,13.4,8,1.0
2018-04-03,72.7,75.5,0.007,20.0,6,1.0
2018-04-04,63.5,92.1,0.003,11.2,4,0.0
2018-04-05,57.9,92.8,1.029,11.2,7,1.0
2018-04-06,54.0,68.1,0.257,17.9,8,0.0
2018-04-07,53.2,39.8,0.0,26.6,10,0.0
2018-04-08,56.9,56.3,0.0,15.7,10,0.0
2018-04-09,64.7,56.4,0.0,15.5,10,1.0
2018-04-10,71.5,55.9,0.0,20.1,9,1.0
2018-04-11,69.4,65.6,0.024,8.9,8,0.0
2018-04-12,66.5,81.9,0.012,11.2,7,1.0
2018-04-13,65.1,93.9,0.173,13.4,4,1.0
2018-04-14,59.5,89.5,0.339,15.7,4,1.0
2018-04-15,58.1,66.2,0.017,13.4,8,0.0
2018-04-16,53.9,68.2,0.0,6.7,4,2.0
2018-04-17,56.8,57.8,0.0,8.9,10,0.0
2018-04-18,62.8,61.6,0.0,11.2,10,0.0
2018-04-19,68.2,60.2,0.0,11.2,10,1.0
2018-04-20,70.0,66.6,0.0,17.7,10,0.0
2018-04-21,73.2,74.5,0.001,17.9,7,0.0
2018-04-22,76.2,81.8,0.013,11.2,8,1.0
2018-04-23,71.4,91.8,0.731,13.4,6,1.0
2018-04-24,59.6,83.7,0.246,15.7,4,0.0
2018-04-25,62.4,67.8,0.0,13.4,9,0.0
2018-04-26,65.1,62.5,0.0,8.9,9,0.0
2018-04-27,70.9,60.1,0.0,8.9,9,0.0
2018-04-28,70.9,58.5,0.0,13.3,10,0.0
2018-04-29,72.4,70.2,0.004,11.2,8,0.0
2018-04-30,76.2,81.8,0.139,8.9,6,0.0
2018-05-01,77.7,85.8,0.727,11.1,6,0.0
2018-05-02,72.6,83.5,0.749,13.4,5,1.0
2018-05-03,67.5,51.9,0.0,6.7,10,1.0
2018-05-04,70.2,49.9,0.0,15.5,10,2.0
2018-05-05,66.6,79.4,0.973,15.7,5,2.0
2018-05-06,78.5,74.1,0.0,13.4,9,1.0
2018-05-07,71.7,84.7,0.184,11.2,2,1.0
2018-05-08,65.8,88.1,1.077,11.1,5,0.0
2018-05-09,65.1,74.2,0.0,11.2,7,0.0
2018-05-10,63.3,73.2,0.0,15.7,9,0.0
2018-05-11,69.9,70.5,0.0,17.9,10,0.0
2018-05-12,78.7,71.0,0.02,11.2,9,1.0
2018-05-13,76.8,83.5,0.002,8.9,4,1.0
2018-05-14,80.7,77.6,0.0,11.2,9,0.0
2018-05-15,84.3,73.1,0.002,15.7,9,0.0
2018-05-16,86.5,71.2,0.0,17.9,9,1.0
2018-05-17,88.1,63.7,0.043,13.4,9,1.0
2018-05-18,83.7,74.1,0.074,13.3,9,2.0
2018-05-19,74.1,94.1,0.79,11.2,2,0.0
2018-05-20,72.3,92.8,0.033,11.2,3,1.0
2018-05-21,70.6,94.5,0.022,11.2,5,1.0
2018-05-22,75.3,87.6,0.061,17.7,6,1.0
2018-05-23,71.7,57.0,0.009,13.4,9,2.0
2018-05-24,72.1,58.3,0.0,13.4,7,0.0
2018-05-25,77.9,68.1,0.008,8.9,8,2.0
2018-05-26,74.8,93.9,1.322,8.9,5,0.0
2018-05-27,72.0,96.2,0.228,6.7,3,1.0
2018-05-28,75.5,86.0,0.123,6.7,3,0.0
2018-05-29,75.8,89.3,0.004,6.7,5,3.0
2018-05-30,75.9,89.7,0.112,8.9,7,1.0
2018-05-31,67.6,93.1,0.79,8.9,1,0.0
2018-06-01,69.0,72.2,0.001,8.9,9,1.0
2018-06-02,67.8,78.6,0.003,8.9,5,1.0
2018-06-03,72.3,77.0,0.004,8.9,4,1.0
2018-06-04,73.3,82.2,0.001,6.7,6,0.0
2018-06-05,71.5,89.0,0.164,6.7,3,1.0
2018-06-06,71.1,93.8,0.155,8.9,4,0.0
2018-06-07,76.1,82.6,0.0,8.9,8,1.0
2018-06-08,76.2,85.5,0.043,8.9,5,4.0
2018-06-09,76.3,79.6,0.0,8.9,8,0.0
2018-06-10,71.6,89.7,0.314,8.9,2,1.0
2018-06-11,76.3,72.8,0.109,15.7,9,1.0
2018-06-12,79.1,66.5,0.0,8.9,9,0.0
2018-06-13,80.7,63.0,0.0,17.8,9,0.0
2018-06-14,78.4,68.5,0.004,13.4,7,1.0
2018-06-15,77.7,69.7,0.0,11.2,8,0.0
2018-06-16,75.7,70.5,0.0,8.9,7,2.0
2018-06-17,76.6,76.2,0.024,15.5,6,2.0
2018-06-18,81.1,75.2,0.0,15.7,8,0.0
2018-06-19,84.3,77.6,0.049,13.4,5,1.0
2018-06-20,74.4,99.0,0.909,8.9,1,0.0
2018-06-21,75.6,81.4,0.043,8.9,7,0.0
2018-06-22,71.9,94.9,1.372,8.9,2,2.0
2018-06-23,71.1,99.5,0.557,6.7,2,1.0
2018-06-24,77.3,90.9,0.077,8.9,5,0.0
2018-06-25,85.5,81.5,0.052,15.7,9,1.0
2018-06-26,89.1,75.2,0.0,13.4,9,2.0
2018-06-27,90.9,67.3,0.0,11.2,9,1.0
2018-06-28,89.8,68.6,0.016,13.4,8,0.0
2018-06-29,81.0,85.7,0.944,13.4,4,1.0
2018-06-30,81.1,84.4,0.157,11.2,6,0.0
2018-07-01,83.6,79.6,0.075,13.4,5,1.0
2018-07-02,84.3,77.4,0.004,13.3,7,1.0
2018-07-03,82.6,87.0,0.58,8.9,5,1.0
2018-07-04,82.8,90.1,0.134,13.4,5,0.0
2018-07-05,81.6,93.0,0.069,11.1,6,1.0
2018-07-06,81.3,92.4,0.098,11.2,4,1.0
2018-07-07,83.7,86.1,0.008,15.5,7,0.0
2018-07-08,85.9,79.2,0.012,13.4,8,1.0
2018-07-09,86.2,71.8,0.004,20.0,8,2.0
2018-07-10,85.1,73.2,0.016,13.4,8,4.0
2018-07-11,84.3,73.6,0.163,26.8,8,1.0
2018-07-12,84.5,75.3,0.017,17.9,8,0.0
2018-07-13,85.0,71.3,0.008,17.9,9,1.0
2018-07-14,84.5,69.8,0.0,15.7,9,0.0
2018-07-15,85.2,67.6,0.0,17.9,8,3.0
2018-07-16,84.5,71.4,0.0,17.9,8,1.0
2018-07-17,85.1,73.3,0.008,15.7,7,0.0
2018-07-18,84.3,73.2,0.016,19.9,7,0.0
2018-07-19,84.5,73.3,0.004,13.4,7,0.0
2018-07-20,84.8,71.5,0.0,15.7,7,0.0
2018-07-21,83.6,79.9,0.266,13.3,8,1.0
2018-07-22,82.2,86.0,0.643,17.9,3,3.0
2018-07-23,83.0,84.4,0.169,15.7,4,2.0
2018-07-24,85.9,78.6,0.051,11.2,8,2.0
2018-07-25,88.2,76.7,0.015,11.1,9,1.0
2018-07-26,84.7,86.2,0.161,13.4,9,1.0
2018-07-27,86.1,80.5,0.028,8.9,8,1.0
2018-07-28,88.5,73.9,0.012,6.7,8,0.0
2018-07-29,88.8,70.8,0.0,6.7,9,0.0
2018-07-30,86.1,76.2,0.133,15.7,9,0.0
2018-07-31,86.3,74.6,0.004,11.2,8,0.0
2018-08-01,86.3,74.3,0.069,11.2,8,0.0
2018-08-02,83.5,85.5,1.88,11.2,7,2.0
2018-08-03,84.1,79.4,1.302,17.9,7,0.0
2018-08-04,87.5,73.0,0.028,17.9,8,1.0
2018-08-05,87.9,74.5,0.028,13.4,8,3.0
2018-08-06,86.2,78.5,0.004,17.9,8,0.0
2018-08-07,85.6,79.0,0.0,13.3,9,0.0
2018-08-08,86.1,75.3,0.008,8.9,9,0.0
2018-08-09,85.9,78.0,0.008,8.9,8,0.0
2018-08-10,87.5,67.4,0.0,8.9,9,1.0
2018-08-11,85.9,71.7,0.028,8.9,7,4.0
2018-08-12,82.0,89.1,0.816,13.4,1,0.0
2018-08-13,85.5,80.5,0.951,20.1,7,0.0
2018-08-14,85.2,80.9,0.026,17.9,7,2.0
2018-08-15,85.5,80.8,0.133,11.2,8,0.0
2018-08-16,82.8,87.0,0.625,15.7,5,2.0
2018-08-17,84.0,84.1,2.099,17.9,5,0.0
2018-08-18,83.1,84.4,0.137,17.9,7,4.0
